geneko	mediaws	media	addtlCpd	growth
fig|208964.1.peg.1910	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.1911	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.1912	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.1913	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.1914	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.1915	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.1916	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.1917	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.1918	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.1919	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.192	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.1920	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.1921	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.1922	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.1923	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.1924	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.1925	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.1926	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.1927	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.1928	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.1929	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.193	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.1930	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.1931	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.1932	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.1933	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.1934	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.1935	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.1936	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.1937	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.1938	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.1939	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.194	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.1940	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.1941	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.1942	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.1943	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.1944	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.1945	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.1946	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.1947	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.1948	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.1949	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.195	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.1950	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.1951	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.1952	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.1953	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.1954	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.1955	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.1956	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.1957	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.1958	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.1959	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.196	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.1960	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.1961	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.1962	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.1963	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.1964	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.1965	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.1966	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.1967	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.1968	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.1969	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.197	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.1970	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.1971	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.1972	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.1973	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.1974	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.1976	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.1977	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.1978	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.1979	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.198	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.1980	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.1981	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.1982	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.1983	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.1984	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.1985	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.1986	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.1987	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.1988	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.1989	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.199	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.1990	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.1991	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.1992	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.1993	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.1994	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.1995	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.1996	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.1997	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.1998	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.1999	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.2	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.20	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.200	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2000	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.2001	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2002	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2003	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2004	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2005	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2006	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2007	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.2008	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2009	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2010	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2011	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.2012	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2013	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.2014	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.2015	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2016	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2017	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.2018	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2019	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.202	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2020	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2021	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2022	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2023	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2024	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.2025	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2026	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2027	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2028	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.2029	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.203	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2030	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.2031	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2032	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2033	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.2034	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2035	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2036	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.2037	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2038	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2039	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.204	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2040	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2041	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2042	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2043	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2044	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2045	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.2046	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2047	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2048	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.2049	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.205	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2050	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2051	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2052	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2053	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2054	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2055	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2056	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.2057	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2058	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2059	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.206	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2060	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.2061	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2062	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2063	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2064	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2065	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2066	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2067	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2068	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.2069	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.207	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2070	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2071	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2072	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2073	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2074	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2075	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2076	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2077	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2078	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2079	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.208	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2080	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2081	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.2082	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2083	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2084	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2085	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2086	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.2087	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2088	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2089	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.209	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2090	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2091	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2092	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2093	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2094	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.2095	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2096	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2097	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2098	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2099	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.21	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.210	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2100	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2101	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2102	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2103	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2104	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2105	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2106	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2107	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.2108	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2109	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.211	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2110	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2111	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2112	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2113	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2114	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2115	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2116	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2117	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2118	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.2119	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.212	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2120	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.2121	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.2122	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2124	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2125	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2126	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2127	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2128	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2129	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.213	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2130	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2131	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2132	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2133	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2135	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.2136	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2137	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2138	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2139	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.214	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2140	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2141	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2142	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2143	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.2144	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2145	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2146	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2147	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2148	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2149	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.215	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2150	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2151	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2152	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2153	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.2154	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2155	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2156	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.2157	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2158	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2159	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.216	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2160	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2161	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2162	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2163	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2164	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2165	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2166	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.2167	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2168	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2169	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.217	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2170	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2171	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2172	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2173	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2175	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2176	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2177	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2178	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.2179	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.218	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2180	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2181	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2182	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.2183	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2184	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2185	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2186	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.2187	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2188	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2189	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.219	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2190	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2191	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2192	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.2193	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.2194	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2195	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2196	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2197	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2198	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2199	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.22	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.220	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2200	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2201	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2202	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2203	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2204	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2205	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.2206	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2207	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2208	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2209	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.221	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2210	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2211	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2212	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2213	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2214	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2215	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2216	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2217	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2218	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2219	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.222	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2220	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2221	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2222	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2223	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2224	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2225	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2226	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2227	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2228	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2229	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.223	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2230	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2231	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.2232	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2233	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2235	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2236	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2237	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2238	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.2239	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.224	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2240	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2241	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.2242	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2243	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2244	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2245	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.2246	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2247	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2248	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2249	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.225	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2250	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2251	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2252	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2253	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2254	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2255	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2256	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.2257	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.2258	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2259	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.226	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2260	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2261	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2262	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2263	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2264	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2265	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2266	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.2267	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2268	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2269	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.227	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2270	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2271	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.2272	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2273	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.2274	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.2275	KBaseMedia	ArgonneLBMedia		1
