geneko	mediaws	media	addtlCpd	growth
fig|208964.1.peg.3423	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3424	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3425	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3426	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3427	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3428	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3429	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.343	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.3430	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3431	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3432	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3433	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3434	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.3435	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3436	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3437	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3438	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.344	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3440	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3441	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.3442	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3443	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3444	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3445	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3446	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3447	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3448	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3449	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.345	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3450	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3451	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3452	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3453	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3454	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3455	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3456	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3457	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3458	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3459	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.346	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3460	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3461	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3462	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3463	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3464	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3465	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3466	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3467	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3468	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3469	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.347	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3470	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3471	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3473	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3474	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3475	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3476	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3477	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3478	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3479	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.348	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3480	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3481	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3482	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3483	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3484	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3485	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3486	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3487	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3488	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3489	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.349	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3490	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.3491	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3492	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3493	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3494	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3495	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3496	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.3497	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3498	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3499	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.35	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.350	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3500	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3501	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3502	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3503	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3504	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3505	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3506	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3507	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3508	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3509	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.351	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.3510	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3511	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3512	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3513	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3514	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3515	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3516	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3517	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3518	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3519	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.352	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3520	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.3521	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3522	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3523	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3524	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3525	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3526	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3527	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3528	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.3529	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.353	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3530	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3531	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3532	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3533	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3534	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3535	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3536	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3537	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3538	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3539	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.354	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3540	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3541	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3542	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3543	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3544	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3545	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3546	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3547	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3548	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3549	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.355	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3550	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3551	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3552	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3553	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3554	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3555	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3556	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3557	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3558	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3559	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.356	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3560	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3561	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3562	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3563	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3564	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3565	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3566	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3567	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3568	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3569	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.357	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3570	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3571	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3573	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3574	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3575	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3576	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3577	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.3578	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3579	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.358	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3580	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3581	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3582	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3583	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3584	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.3585	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3586	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3587	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3588	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3589	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.359	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3590	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3591	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3592	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3593	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3594	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3595	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3596	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3597	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3598	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3599	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.36	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.360	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3600	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3601	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3602	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3603	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3604	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3605	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3606	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3607	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3608	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3609	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.361	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3610	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3611	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3612	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.3613	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3614	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3615	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3616	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3617	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3619	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.362	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3620	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3621	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.3622	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3623	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3624	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3625	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3626	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3628	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3629	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.363	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3630	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3631	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3632	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3634	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.3635	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3636	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.3637	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.3638	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.3639	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.364	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.3640	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.3641	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3642	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3643	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.3644	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.3645	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.3646	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3647	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.3648	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.3649	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.365	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3650	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.3651	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.3652	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.3653	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.3654	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.3656	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.3657	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3658	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3659	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.366	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3660	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3661	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3662	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3663	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3664	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3665	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3666	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.3667	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3668	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.3669	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.367	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3670	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3671	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3672	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3673	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3674	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3675	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3676	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3677	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3678	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3679	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.368	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3680	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3681	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3682	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3683	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3685	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.3687	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3688	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3689	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.369	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3690	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3691	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3692	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3693	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.3694	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3695	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3696	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3697	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3698	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3699	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.37	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.370	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3700	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.3701	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3702	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.3703	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3704	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3705	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3706	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3707	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3708	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3709	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.371	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3710	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3711	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3712	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3713	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3714	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3715	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3716	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3717	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3718	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3719	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.372	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3720	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.3721	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3722	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3723	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3724	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3725	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3726	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3727	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3728	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3729	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.373	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3730	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3731	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3732	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3733	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3734	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.3735	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3736	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3737	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3738	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3739	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3740	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3741	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3742	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.3743	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.3744	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.3746	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3747	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3748	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3749	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.375	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3750	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3751	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3752	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3753	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3754	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3755	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3756	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3757	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3758	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3759	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.376	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3760	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3761	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3762	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3763	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3764	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3765	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3766	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.3767	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3768	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3769	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.377	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3770	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3771	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3773	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3774	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3775	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3776	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3777	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3778	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3779	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.378	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3780	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3781	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3782	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3783	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3784	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3785	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.3786	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3787	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.3788	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3789	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.379	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3790	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3791	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3792	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.3793	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.3794	KBaseMedia	ArgonneLBMedia		1
